iter	RMSE
843	0.1552142212
844	0.1551467278
845	0.1550949768
846	0.1550703734
847	0.1550022376
848	0.1549581038
849	0.1549558708
850	0.1549179686
851	0.1547887639
852	0.1547758615
853	0.1547241036
854	0.1547114352
855	0.1547069191
856	0.1546524639
857	0.1545495395
858	0.1545281499
859	0.1544828296
860	0.1544398965
861	0.1544020641
862	0.1543660143
863	0.1543022982
864	0.1542023748
865	0.1541261004
866	0.1541134493
867	0.1540721074
868	0.1540337177
869	0.1539867267
870	0.1539661777
871	0.1539437756
872	0.1539290446
873	0.1538432753
874	0.1537539346
875	0.1536609178
876	0.1535970194
877	0.1535329313
878	0.1534506685
879	0.1534279578
880	0.1533391201
881	0.153295308
882	0.153254413
883	0.153189426
884	0.1531039555
885	0.1530899571
886	0.1530016468
887	0.1529303281
888	0.1528014457
889	0.1527683383
890	0.1527564964
891	0.1527296779
892	0.1526817049
893	0.1526351354
894	0.1525689055
895	0.1525211005
896	0.1524932402
897	0.1524812177
898	0.1523812407
899	0.152344866
