iter	RMSE
468	0.1680242731
469	0.1678590282
470	0.1678410774
471	0.1677482678
472	0.1676642952
473	0.1676406417
474	0.1675127628
475	0.1674571684
476	0.1672946968
477	0.1672328482
478	0.1671634123
479	0.1671193548
480	0.167030336
481	0.1669601678
482	0.1668629712
483	0.166803343
484	0.1667388139
485	0.1666348677
486	0.1665521415
487	0.1665381226
488	0.1664689518
489	0.1663945977
490	0.1662633606
491	0.1661575199
492	0.1660809482
493	0.1659812015
494	0.1659635124
495	0.165796741
496	0.1656593871
497	0.1655698643
498	0.1655033891
499	0.1654798711
500	0.1653776385
501	0.1652878601
502	0.1652110414
503	0.1651751668
504	0.1651614698
505	0.1651297775
506	0.1650919515
507	0.164934941
508	0.1648269908
509	0.164803601
510	0.1646525944
511	0.164565413
512	0.1644582139
513	0.1643188198
514	0.1642794504
515	0.1642497287
516	0.1641827641
517	0.1641491556
518	0.1639912249
519	0.1638915578
520	0.1637595515
521	0.1636648717
522	0.16352187
523	0.163509285
524	0.1634026135
525	0.1632816687
526	0.1631016969
527	0.1630702275
528	0.1629884062
529	0.1629242074
530	0.1629003831
531	0.1628007236
532	0.1627776069
533	0.1626475886
534	0.1625560363
535	0.1624951423
536	0.1624305052
537	0.1623562193
538	0.1622813116
539	0.1622264789
540	0.162152242
541	0.1621320015
542	0.161997355
543	0.1619798045
544	0.1619234323
545	0.1618835455
546	0.1617615862
547	0.1617515939
548	0.1617023301
549	0.1615634227
550	0.1614423275
551	0.1614168242
552	0.1613207106
553	0.1612916609
554	0.1611930219
555	0.1611205093
556	0.1610938726
557	0.1610174198
558	0.160975428
559	0.1609447188
560	0.1608825496
561	0.1608076626
562	0.1607524134
563	0.1606800469
564	0.1605534958
565	0.1605445746
566	0.1604317493
567	0.160299784
568	0.1602781657
569	0.1601520249
570	0.1601113994
571	0.1600841282
572	0.1599970386
573	0.1598717336
574	0.1597743819
575	0.1597522954
576	0.159693583
577	0.1595710355
578	0.1595214312
579	0.1593885501
580	0.1592201135
581	0.1591411547
582	0.1590009821
583	0.1589449345
584	0.1589116209
585	0.1587952944
586	0.1586807804
587	0.1585920685
588	0.1585073021
589	0.1584251188
590	0.1583035914
591	0.1582458362
592	0.1581580371
593	0.15805814
594	0.1579558767
595	0.1578460462
596	0.1577813419
597	0.1577637957
598	0.1576823223
599	0.1576618514
600	0.1576001931
601	0.1575218642
602	0.1574348543
603	0.1574220365
604	0.1573398982
605	0.1572394378
606	0.1571867908
607	0.1571469875
608	0.1570804175
609	0.1569744161
610	0.1569005375
611	0.1568277967
612	0.1567304777
613	0.156629182
614	0.1564830193
615	0.1563602717
616	0.1563282745
617	0.1562720345
618	0.1561964501
619	0.1561116676
620	0.1560408141
621	0.15597927
622	0.155887839
623	0.155826067
624	0.155754909
625	0.1556661152
626	0.155533846
627	0.1553994722
628	0.155320151
629	0.1552868734
630	0.1551563515
631	0.1550855027
632	0.1550203151
633	0.1549198488
634	0.1547888279
635	0.154678866
636	0.1546574244
637	0.1545678558
638	0.1544224423
639	0.1542921002
640	0.1542294825
641	0.1541244957
642	0.1540336373
643	0.1539921498
644	0.1539105467
645	0.1538668093
646	0.1537865765
647	0.1537576372
648	0.1537217059
649	0.153658284
650	0.153477381
651	0.1534022807
652	0.1533611405
653	0.153239644
654	0.1531681074
655	0.1531092131
656	0.1530275968
657	0.1530176029
658	0.1529189788
659	0.1528139272
660	0.1526793843
661	0.1525646773
662	0.1524638752
663	0.1523680815
664	0.1522880798
665	0.152227018
666	0.1521544515
667	0.1520774732
668	0.1520602812
669	0.151964806
670	0.1519568939
671	0.1519329069
672	0.1518146785
673	0.1517732855
674	0.1517178784
675	0.1516117165
676	0.1515059928
677	0.1514365526
678	0.1513204122
679	0.1512922484
680	0.1512600873
681	0.1512015009
682	0.1510995557
683	0.1510322798
684	0.1509859075
685	0.1509342158
686	0.1509240948
687	0.1508544903
688	0.1508442735
689	0.150797751
690	0.1507205971
691	0.1506509041
692	0.1504853986
693	0.1504418536
694	0.1503943409
695	0.1503673539
696	0.150322084
697	0.1502810706
698	0.1501978438
699	0.1501492247
700	0.1500548516
701	0.1500374946
702	0.1499430811
703	0.1498861093
704	0.1498359719
705	0.1497967193
706	0.149752487
707	0.1497448314
708	0.1496669175
709	0.1496393767
710	0.1495859496
711	0.1495426099
712	0.1495012944
713	0.1493888032
714	0.1493689089
715	0.1493334383
716	0.149302319
717	0.1492793963
718	0.1492052055
719	0.1491983596
720	0.1491133527
721	0.1489786912
722	0.1489541398
723	0.1488538677
724	0.1487944773
725	0.1487195718
726	0.1487112283
727	0.1486932218
728	0.1486271233
729	0.1485147241
730	0.1484102172
731	0.1483242782
732	0.1482539111
733	0.1481843869
734	0.1481485419
735	0.148035031
736	0.1480087774
737	0.1479297421
738	0.1479093181
739	0.1478900637
740	0.1478171454
741	0.1477458022
742	0.1476251841
743	0.1475621038
744	0.1474907784
745	0.1474132977
746	0.1473552143
747	0.1472687108
748	0.1472095192
749	0.1471457827
750	0.1470551362
751	0.1469439681
752	0.1468666202
753	0.1468051604
754	0.1467734748
755	0.1467028209
756	0.1465997017
757	0.1465166988
758	0.146449009
759	0.1464372343
760	0.1463747608
761	0.1463185514
762	0.1462352323
763	0.1460995287
764	0.146022286
765	0.1459315582
766	0.1458445373
767	0.1457580109
768	0.1457517848
769	0.1456968854
770	0.1456688124
771	0.1455915391
772	0.1454825217
773	0.1454164738
774	0.1453180428
775	0.1452612573
776	0.1451767583
777	0.1450843453
778	0.1449624255
779	0.1448482946
780	0.144765883
781	0.1447281661
782	0.1446358079
783	0.1445942716
784	0.1445472593
785	0.1444237667
786	0.1443117852
787	0.144198597
788	0.1441646618
789	0.1440838604
790	0.1440256487
791	0.143967328
792	0.1439172913
793	0.1437851434
794	0.1436933621
795	0.1435945936
796	0.1435280486
797	0.1434600232
798	0.1433775999
799	0.1433039091
800	0.143224842
801	0.1431350212
802	0.1430827445
803	0.143026926
804	0.143001947
805	0.1429759409
806	0.142909239
807	0.1427850774
808	0.1427114166
809	0.142678022
810	0.1426119959
811	0.1424917692
812	0.1423680099
813	0.1423227504
814	0.1422733083
815	0.1422127489
816	0.1421427317
817	0.1420650136
818	0.1419952706
819	0.1419314543
820	0.1418791022
821	0.1418470373
822	0.1417924134
823	0.1417410034
824	0.1417201521
825	0.1416721088
826	0.1415978784
827	0.1415671063
828	0.1415550806
829	0.1415064233
830	0.1414387307
831	0.1413395895
832	0.1413239281
833	0.1412869451
834	0.141263889
835	0.1412194544
836	0.1412037012
837	0.1411584788
838	0.1410852802
839	0.1409620919
840	0.1409011857
841	0.1408558215
842	0.1407879424
843	0.1406826985
844	0.1406542377
845	0.1406088124
846	0.1405674484
847	0.140561515
848	0.1405330042
849	0.1404138439
850	0.140317761
851	0.140284772
852	0.1402499538
853	0.1401631429
854	0.1401270286
855	0.1400692298
856	0.1400121229
857	0.1399197535
858	0.1398418281
859	0.1397607962
860	0.1397410003
861	0.1396603641
862	0.1395140625
863	0.1394799346
864	0.1394474542
865	0.1393671157
866	0.1393240917
867	0.1392480778
868	0.1391954285
869	0.13914667
870	0.1390646841
871	0.1390488997
872	0.1390326163
873	0.1390203021
874	0.1388998579
875	0.138885684
876	0.138836901
877	0.1388022288
878	0.1387107814
879	0.138674807
880	0.1386117014
881	0.1385958626
882	0.1385639501
883	0.1385425864
884	0.1384595925
885	0.1384209705
886	0.1384116437
887	0.1383605724
888	0.1383553887
889	0.1382671671
890	0.138239163
891	0.1381831696
892	0.1380951701
893	0.1380439459
894	0.1379651231
895	0.1379046002
896	0.1378274299
897	0.137816516
898	0.1377769425
899	0.1376896357
